Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.490s)
CreateVariables () DONE !!!
Creating 32 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25	ap-26	ap-27	ap-28	ap-29	ap-30	ap-31
12.00	0.55	0.47	0.00	0.00	0.00	0.00	0.00	0.00	0.97	0.88	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.83	0.42	0.00	0.00	0.00	0.00	0.00	0.00	1.80	0.00	0.00	0.00	0.00	0.00	0.00
13.00	0.62	1.31	0.00	0.00	0.00	0.00	0.00	0.00	1.78	0.94	0.07	0.00	0.00	0.00	0.00	0.00	2.00	1.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.60	0.00	0.00	0.00	0.00	0.00	0.00
14.00	1.50	0.65	0.00	0.00	0.00	0.00	0.00	0.00	1.70	1.60	0.22	0.00	0.00	0.00	0.00	0.00	1.99	1.45	0.86	0.00	0.00	0.00	0.00	0.00	0.00	1.84	0.00	0.00	0.00	0.00	0.00	0.00
15.00	0.97	0.05	0.00	0.00	0.00	0.00	0.00	0.00	1.99	1.55	0.31	0.00	0.00	0.00	0.00	0.00	2.00	1.18	0.16	0.00	0.00	0.00	0.00	0.00	0.00	1.10	0.00	0.00	0.00	0.00	0.00	0.00
16.00	1.20	0.60	0.00	0.00	0.00	0.00	0.00	0.00	1.92	0.85	0.61	0.00	0.00	0.00	0.00	0.00	2.00	1.42	0.31	0.00	0.00	0.00	0.00	0.00	0.00	1.26	0.00	0.00	0.00	0.00	0.00	0.00
17.00	1.87	0.49	0.00	0.00	0.00	0.00	0.00	0.00	1.95	1.74	0.22	0.00	0.00	0.00	0.00	0.00	2.00	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.93	0.00	0.00	0.00	0.00	0.00	0.00
18.00	1.19	0.92	0.00	0.00	0.00	0.00	0.00	0.00	1.19	0.80	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.31	0.31	0.00	0.00	0.01	0.00	0.00	0.00	1.81	0.00	0.00	0.00	0.00	0.00	0.00
19.00	1.24	0.97	0.00	0.00	0.00	0.00	0.00	0.00	1.33	1.22	0.27	0.00	0.00	0.00	0.00	0.05	2.00	1.21	0.02	0.00	0.00	0.13	0.11	0.00	0.00	1.67	0.00	0.00	0.00	0.00	0.00	0.00
20.00	0.33	1.47	0.00	0.00	0.00	0.00	0.00	0.00	1.22	1.86	0.00	0.00	0.00	0.00	0.00	0.00	1.99	1.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.78	0.00	0.00	0.00	0.00	0.00	0.00
21.00	1.64	1.45	0.00	0.00	0.00	0.00	0.00	0.00	1.65	1.22	0.46	0.00	0.00	0.00	0.00	0.00	2.00	2.03	0.31	0.00	0.00	0.00	0.00	0.00	0.00	1.92	0.00	0.00	0.00	0.00	0.00	0.00
22.00	0.01	0.57	0.00	0.00	0.00	0.00	0.00	0.00	0.75	1.11	1.33	0.00	0.00	0.00	0.00	0.00	2.00	1.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.11	0.00	0.00	0.00	0.00	0.00	0.00
23.00	0.06	1.14	0.00	0.00	0.00	0.00	0.00	0.00	1.24	1.32	0.74	0.00	0.00	0.00	0.00	0.00	2.00	0.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.95	0.00	0.00	0.00	0.00	0.00	0.00
24.00	2.00	1.02	0.00	0.00	0.00	0.00	0.00	0.00	1.86	0.67	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.84	0.00	0.00	0.00	0.00	0.00	0.00
25.00	1.97	1.99	0.00	0.00	0.00	0.00	0.00	0.00	1.97	1.10	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.18	0.92	0.00	0.00	0.00	0.00	0.00	0.00	1.22	0.00	0.00	0.00	0.00	0.00	0.00
26.00	0.68	0.69	0.00	0.00	0.00	0.00	0.00	0.00	1.54	0.81	0.31	0.00	0.00	0.00	0.00	0.00	1.99	1.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.90	0.00	0.00	0.00	0.00	0.00	0.00
27.00	0.00	0.68	0.00	0.00	0.00	0.00	0.00	0.00	1.14	0.94	1.27	0.00	0.00	0.00	0.00	0.00	2.00	1.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.79	0.00	0.00	0.00	0.00	0.00	0.00
28.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.93	0.34	0.00	0.00	0.00	0.00	0.00	2.00	0.91	1.60	0.00	0.00	0.00	0.00	0.00	0.00	1.38	0.00	0.00	0.00	0.00	0.00	0.00
29.00	1.00	1.70	0.00	0.00	0.00	0.00	0.00	0.00	1.41	0.55	0.02	0.00	0.00	0.00	0.00	0.00	2.00	0.72	0.02	0.00	0.00	0.00	0.00	0.00	0.00	1.38	0.00	0.00	0.00	0.00	0.00	0.00
30.00	0.24	0.64	0.00	0.00	0.00	0.00	0.00	0.00	1.27	0.57	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.01	0.84	0.00	0.00	0.01	0.00	0.00	0.00	1.75	0.00	0.00	0.00	0.00	0.00	0.00
31.00	0.84	0.82	0.00	0.00	0.00	0.00	0.00	0.00	1.46	1.64	1.18	0.00	0.00	0.00	0.00	0.00	2.00	0.62	0.32	0.00	0.00	0.00	0.00	0.00	0.00	1.51	0.00	0.00	0.00	0.00	0.00	0.00
32.00	0.41	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.88	0.98	0.00	0.00	0.00	0.00	0.00	0.00	1.99	1.46	0.41	0.00	0.00	0.14	0.00	0.00	0.00	1.94	0.00	0.00	0.00	0.00	0.00	0.00
33.00	1.51	1.41	0.00	0.00	0.00	0.00	0.00	0.00	1.68	1.54	1.11	0.00	0.00	0.00	0.00	0.00	2.00	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.22	0.00	0.00	0.00	0.00	0.00	0.00
34.00	1.20	1.32	0.00	0.00	0.00	0.00	0.00	0.00	2.51	1.84	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.91	0.75	0.00	0.00	0.14	0.00	0.00	0.00	2.66	0.00	0.00	0.00	0.00	0.00	0.00
35.00	1.04	1.07	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.33	0.86	0.00	0.00	0.00	0.00	0.00	2.00	2.28	0.47	0.00	0.00	0.00	0.00	0.00	0.00	1.11	0.00	0.00	0.00	0.00	0.00	0.00
36.00	1.12	0.31	0.00	0.00	0.00	0.00	0.00	0.00	1.40	1.78	0.18	0.00	0.00	0.00	0.00	0.00	2.00	1.75	1.02	0.00	0.00	0.00	0.00	0.00	0.00	1.93	0.00	0.00	0.00	0.00	0.00	0.00
37.00	2.50	0.72	0.00	0.00	0.00	0.00	0.00	0.00	1.73	0.69	1.11	0.00	0.00	0.00	0.00	0.00	2.00	1.88	0.81	0.00	0.00	0.00	0.00	0.00	0.00	1.84	0.00	0.00	0.00	0.00	0.00	0.00
38.00	1.34	1.58	0.00	0.00	0.00	0.00	0.00	0.00	1.87	0.58	0.31	0.00	0.00	0.00	0.00	0.00	1.99	1.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.00	0.00
39.00	0.85	0.40	0.00	0.00	0.00	0.00	0.00	0.00	1.22	0.77	0.47	0.00	0.00	0.00	0.00	0.00	2.00	1.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.01	0.00	0.00	0.00	0.00	0.00	0.00
40.00	0.72	1.48	0.00	0.00	0.00	0.00	0.00	0.00	1.79	1.13	0.31	0.00	0.00	0.00	0.00	0.00	2.00	1.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.88	0.00	0.00	0.00	0.00	0.00	0.00
41.00	1.05	0.57	0.00	0.00	0.00	0.00	0.00	0.00	0.22	1.50	0.31	0.00	0.00	0.00	0.00	0.00	2.00	1.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.54	0.00	0.00	0.00	0.00	0.00	0.00
42.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.27	1.31	1.21	0.00	0.00	0.00	0.00	0.00	2.00	1.84	0.55	0.00	0.00	0.00	0.00	0.00	0.00	2.05	0.00	0.00	0.00	0.00	0.00	0.00
43.00	1.27	0.35	0.00	0.00	0.00	0.00	0.00	0.00	1.91	1.74	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.02	0.64	0.00	0.00	0.00	0.00	0.00	0.00	1.47	0.00	0.00	0.00	0.00	0.00	0.00
44.00	0.00	1.14	0.00	0.00	0.00	0.00	0.00	0.00	1.12	0.48	0.66	0.00	0.00	0.00	0.00	0.00	1.99	1.81	1.25	0.00	0.00	0.00	0.00	0.00	0.00	1.54	0.00	0.00	0.00	0.00	0.00	0.00
45.00	0.29	1.66	0.00	0.00	0.00	0.00	0.00	0.00	1.85	0.32	0.26	0.00	0.00	0.00	0.00	0.00	2.00	1.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.60	0.00	0.00	0.00	0.00	0.00	0.00
46.00	1.04	0.88	0.00	0.00	0.00	0.00	0.00	0.00	0.62	1.50	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.21	0.29	0.00	0.00	0.00	0.00	0.00	0.00	1.37	0.00	0.00	0.00	0.00	0.00	0.00
47.00	1.48	0.62	0.00	0.00	0.00	0.00	0.00	0.00	1.68	0.87	0.12	0.00	0.00	0.00	0.00	0.00	2.00	1.13	0.31	0.00	0.00	0.00	0.00	0.00	0.00	2.14	0.00	0.00	0.00	0.00	0.00	0.00
48.00	0.77	0.89	0.00	0.00	0.00	0.00	0.00	0.00	1.19	1.50	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.01	0.00	0.00	0.00	0.00	0.00	0.00
49.00	1.41	0.92	0.00	0.00	0.00	0.00	0.00	0.00	1.44	1.48	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.81	0.09	0.00	0.00	0.00	0.00	0.00	0.00	1.79	0.00	0.00	0.00	0.00	0.00	0.00
50.00	1.14	1.41	0.00	0.00	0.00	0.00	0.00	0.00	1.86	1.41	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.28	0.82	0.00	0.00	0.00	0.00	0.00	0.00	1.52	0.00	0.00	0.00	0.00	0.00	0.00
51.00	1.20	1.22	0.00	0.00	0.00	0.00	0.00	0.00	1.70	1.01	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.71	0.00	0.00	0.00	0.00	0.00	0.00
52.00	0.84	0.74	0.00	0.00	0.00	0.00	0.00	0.00	1.81	1.81	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.59	0.00	0.00	0.00	0.00	0.00	0.00
53.00	0.00	1.14	0.00	0.00	0.00	0.00	0.00	0.00	1.81	1.21	0.31	0.00	0.00	0.00	0.00	0.00	2.00	1.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.64	0.00	0.00	0.00	0.00	0.00	0.00
54.00	0.00	1.01	0.00	0.00	0.00	0.00	0.00	0.00	1.71	0.12	0.31	0.00	0.00	0.00	0.00	0.00	2.00	1.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.95	0.00	0.00	0.00	0.00	0.00	0.00
55.00	0.00	0.88	0.00	0.00	0.01	0.00	0.00	0.00	1.77	0.58	0.01	0.00	0.00	0.00	0.00	0.00	2.00	1.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.88	0.00	0.00	0.00	0.00	0.00	0.00
56.00	0.60	0.75	0.00	0.00	0.00	0.00	0.00	0.00	1.60	1.18	0.31	0.00	0.00	0.00	0.00	0.00	2.00	1.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.88	0.00	0.00	0.00	0.00	0.00	0.00
57.00	1.30	0.57	0.00	0.00	0.00	0.00	0.00	0.00	1.81	0.92	0.85	0.00	0.00	0.00	0.00	0.00	1.99	1.35	0.55	0.00	0.00	0.00	0.00	0.00	0.00	1.60	0.00	0.00	0.00	0.00	0.00	0.00
58.00	0.88	2.07	0.00	0.00	0.00	0.00	0.00	0.00	0.79	1.59	0.84	0.00	0.00	0.00	0.00	0.00	2.00	1.74	1.34	0.00	0.00	0.11	0.00	0.00	0.00	1.26	0.00	0.00	0.00	0.00	0.00	0.00
59.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.65	0.65	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.53	1.34	0.00	0.00	0.00	0.00	0.00	0.00	1.78	0.00	0.00	0.00	0.00	0.00	0.00
60.00	0.08	0.60	0.00	0.00	0.00	0.00	0.00	0.00	1.20	1.80	0.49	0.00	0.00	0.00	0.00	0.00	2.00	1.66	0.81	0.00	0.00	0.00	0.00	0.00	0.00	1.12	0.00	0.00	0.00	0.00	0.00	0.00
61.00	0.73	0.12	0.00	0.00	0.00	0.00	0.00	0.00	1.78	1.47	0.27	0.00	0.00	0.00	0.00	0.00	2.00	1.59	1.22	0.00	0.00	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00	0.00	0.00	0.00
62.00	1.32	0.49	0.00	0.00	0.00	0.00	0.00	0.00	1.25	0.52	0.95	0.00	0.00	0.00	0.00	0.00	2.00	1.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.94	0.00	0.00	0.00	0.00	0.00	0.00
63.00	1.57	0.12	0.00	0.00	0.00	0.00	0.00	0.00	1.60	2.57	1.04	0.00	0.00	0.00	0.00	0.00	1.99	1.47	0.46	0.00	0.00	0.00	0.00	0.00	0.00	1.95	0.00	0.00	0.00	0.00	0.00	0.00
64.00	0.80	1.02	0.00	0.00	0.00	0.00	0.00	0.00	1.79	1.57	0.38	0.00	0.00	0.00	0.00	0.00	2.00	1.65	0.31	0.00	0.00	0.00	0.00	0.00	0.00	1.39	0.00	0.00	0.00	0.00	0.00	0.00
65.00	0.11	0.09	0.00	0.00	0.00	0.00	0.00	0.00	1.25	0.34	1.02	0.00	0.00	0.00	0.00	0.00	2.00	1.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.95	0.00	0.00	0.00	0.00	0.00	0.00
66.00	0.40	0.73	0.00	0.00	0.00	0.00	0.00	0.00	1.20	0.87	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.01	0.08	0.00	0.00	0.00	0.00	0.00	0.00	1.77	0.00	0.00	0.00	0.00	0.00	0.00
67.00	0.37	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.79	0.81	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.07	0.00	0.00	0.00	0.00	0.00	0.00
68.00	0.44	0.71	0.00	0.00	0.00	0.00	0.00	0.00	1.91	1.65	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.80	0.81	0.00	0.00	0.12	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	0.00	0.00
69.00	0.00	2.50	0.00	0.00	0.00	0.00	0.00	0.00	1.47	1.27	0.00	0.00	0.00	0.00	0.00	0.00	1.99	1.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00	0.00	0.00	0.00
70.00	0.66	1.47	0.00	0.00	0.00	0.00	0.00	0.00	1.95	1.87	0.53	0.00	0.00	0.00	0.00	0.00	2.00	1.88	0.84	0.00	0.00	0.00	0.00	0.00	0.00	1.87	0.00	0.00	0.00	0.00	0.00	0.00
71.00	0.64	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.73	1.08	1.40	0.00	0.00	0.00	0.00	0.00	2.00	1.60	0.53	0.00	0.00	0.00	0.00	0.00	0.00	1.61	0.00	0.00	0.00	0.00	0.00	0.00
72.00	0.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.24	1.64	0.31	0.00	0.00	0.00	0.00	0.00	2.00	1.10	0.84	0.00	0.00	0.00	0.00	0.00	0.00	1.68	0.00	0.00	0.00	0.00	0.00	0.00
73.00	1.65	1.26	0.00	0.00	0.00	0.00	0.00	0.00	1.85	1.98	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.51	0.06	0.00	0.00	0.54	0.01	0.00	0.00	1.97	0.00	0.00	0.00	0.00	0.00	0.00
74.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.82	0.92	0.86	0.00	0.00	0.00	0.00	0.00	2.00	1.68	0.67	0.00	0.00	0.00	0.00	0.00	0.00	1.67	0.00	0.00	0.00	0.00	0.00	0.00
75.00	0.35	1.05	0.00	0.00	0.00	0.00	0.00	0.00	1.28	0.45	0.31	0.00	0.00	0.00	0.00	0.00	1.99	1.83	0.84	0.00	0.00	0.07	0.00	0.00	0.00	1.57	0.00	0.00	0.00	0.00	0.00	0.00
76.00	1.22	0.42	0.00	0.00	0.00	0.00	0.00	0.00	1.34	1.45	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.71	0.00	0.00	0.00	0.00	0.00	0.00
77.00	0.69	0.13	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.40	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.06	0.00	0.00	0.00	0.00	0.00	0.00
78.00	0.95	0.72	0.00	0.00	0.00	0.00	0.00	0.00	1.37	1.41	0.77	0.00	0.00	0.00	0.00	0.00	2.00	1.95	0.40	0.00	0.00	0.00	0.00	0.00	0.00	2.04	0.00	0.00	0.00	0.00	0.00	0.00
79.00	0.75	0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.68	1.21	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.89	0.00	0.00	0.00	0.00	0.00	0.00
80.00	0.05	1.33	0.00	0.00	0.00	0.00	0.00	0.00	2.53	1.91	0.40	0.00	0.00	0.00	0.00	0.00	2.00	2.45	0.45	0.00	0.00	0.00	0.00	0.00	0.00	1.55	0.00	0.00	0.00	0.00	0.00	0.00
81.00	0.55	0.46	0.00	0.00	0.00	0.00	0.00	0.00	1.87	2.36	0.11	0.00	0.00	0.00	0.00	0.00	1.99	2.04	0.33	0.00	0.00	0.00	0.00	0.00	0.00	1.02	0.00	0.00	0.00	0.00	0.00	0.00
82.00	1.07	0.14	0.00	0.00	0.00	0.00	0.00	0.00	1.95	1.80	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.95	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.92	0.00	0.00	0.00	0.00	0.00	0.00
83.00	1.01	1.20	0.00	0.00	0.00	0.00	0.00	0.00	1.33	0.77	0.91	0.00	0.00	0.00	0.00	0.00	2.00	1.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.12	0.00	0.00	0.00	0.00	0.00	0.00
84.00	1.59	1.32	0.00	0.00	0.00	0.00	0.00	0.00	1.48	1.85	0.47	0.00	0.00	0.00	0.00	0.00	2.00	0.80	0.14	0.00	0.00	0.00	0.00	0.00	0.00	1.68	0.00	0.00	0.00	0.00	0.00	0.00
85.00	1.95	0.74	0.00	0.00	0.00	0.00	0.00	0.00	1.93	1.50	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.94	0.00	0.00	0.00	0.00	0.00	0.00
86.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.33	0.00	0.00	0.00	0.00	0.00	0.00
87.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.38	1.10	0.00	0.00	0.00	0.00	0.00	0.00	1.99	1.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.27	0.00	0.00	0.00	0.00	0.00	0.00
88.00	0.59	0.16	0.00	0.00	0.00	0.00	0.00	0.00	1.55	1.68	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	0.00	0.00	0.00	0.00	0.00	0.00
89.00	1.90	0.47	0.00	0.00	0.00	0.00	0.00	0.00	1.91	1.94	0.12	0.00	0.00	0.00	0.00	0.00	2.00	1.54	1.12	0.00	0.00	0.16	0.00	0.00	0.00	1.37	0.00	0.00	0.00	0.00	0.00	0.00
90.00	1.50	1.17	0.00	0.00	0.00	0.00	0.00	0.00	1.54	1.07	0.27	0.00	0.00	0.00	0.00	0.00	2.00	1.47	1.37	0.00	0.00	0.14	0.00	0.00	0.00	1.88	0.00	0.00	0.00	0.00	0.00	0.00
91.00	1.26	0.95	0.00	0.00	0.00	0.00	0.00	0.00	1.68	1.81	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.53	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00
92.00	0.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.74	0.93	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.77	0.12	0.00	0.00	0.00	0.00	0.00	0.00	1.32	0.00	0.00	0.00	0.00	0.00	0.00
93.00	1.60	0.57	0.00	0.00	0.00	0.00	0.00	0.00	1.21	0.65	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.59	0.00	0.00	0.00	0.00	0.00	0.00
94.00	1.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.58	0.40	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.71	0.00	0.00	0.00	0.00	0.00	0.00
95.00	1.60	0.64	0.00	0.00	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00	0.00	0.00	0.00
96.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.44	1.77	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.59	0.00	0.00	0.00	0.00	0.00	0.00
97.00	1.59	0.58	0.00	0.00	0.00	0.00	0.00	0.00	1.59	0.99	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.86	0.25	0.00	0.00	0.04	0.00	0.00	0.00	1.77	0.00	0.00	0.00	0.00	0.00	0.00
98.00	0.61	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.77	0.45	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.85	0.00	0.00	0.00	0.00	0.00	0.00
99.00	0.98	0.31	0.00	0.00	0.00	0.00	0.00	0.00	1.38	1.64	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.91	0.61	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00
