Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.739s)
CreateVariables () DONE !!!
Creating 3 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2
98.00	0.45	2.00	1.68
99.00	0.31	2.00	1.50
100.00	0.85	1.99	1.59
101.00	0.79	2.00	1.95
102.00	0.86	2.00	1.73
103.00	0.84	2.00	1.66
104.00	0.98	2.00	1.77
105.00	1.14	2.00	1.80
106.00	1.07	1.99	1.80
107.00	0.09	2.00	0.35
108.00	0.34	2.00	2.04
109.00	0.66	2.00	1.22
110.00	0.00	2.00	0.21
111.00	0.51	2.00	1.88
112.00	0.87	1.99	1.41
113.00	1.50	2.00	1.35
114.00	0.98	2.00	1.63
115.00	0.97	2.00	1.59
116.00	0.82	2.00	2.00
117.00	1.18	2.00	1.55
118.00	0.84	1.99	1.50
119.00	0.47	2.00	1.67
120.00	0.24	2.00	1.48
121.00	0.52	2.00	2.07
122.00	0.95	2.00	1.60
123.00	0.91	2.00	1.55
124.00	0.67	1.99	1.90
125.00	0.75	2.00	1.58
126.00	0.86	2.00	1.80
127.00	0.95	2.00	1.66
128.00	0.77	2.00	1.46
129.00	0.18	2.00	1.67
130.00	0.27	1.99	1.66
131.00	0.82	2.00	1.85
132.00	0.95	2.00	1.75
133.00	0.75	2.00	1.31
134.00	0.87	2.00	2.00
135.00	0.73	2.00	1.48
136.00	0.68	1.99	1.68
137.00	0.40	2.00	1.11
138.00	0.51	2.00	1.77
139.00	0.89	2.00	1.81
140.00	0.94	2.00	1.67
141.00	0.72	2.00	1.73
142.00	0.51	2.00	1.06
143.00	0.06	1.99	1.26
144.00	0.75	2.00	1.92
145.00	0.88	2.00	1.68
146.00	0.42	2.00	1.17
147.00	0.08	2.00	1.42
148.00	1.02	2.00	1.73
149.00	0.37	1.99	1.20
150.00	0.09	2.00	1.45
151.00	0.35	2.00	1.64
152.00	0.91	2.00	1.73
153.00	0.79	2.00	1.34
154.00	0.93	2.00	2.07
155.00	0.58	1.99	1.42
156.00	0.67	2.00	1.66
157.00	0.71	2.00	1.58
158.00	0.28	2.00	0.98
159.00	0.51	2.00	1.59
160.00	0.78	2.00	1.91
161.00	0.88	1.99	1.51
162.00	0.65	2.00	1.80
163.00	0.71	2.00	1.52
164.00	0.05	2.00	0.94
165.00	0.85	2.00	1.91
166.00	0.89	2.00	1.54
167.00	0.34	1.99	1.88
168.00	1.11	2.00	1.72
169.00	1.14	2.00	1.91
170.00	0.89	2.00	1.61
171.00	0.35	2.00	1.42
172.00	0.87	2.00	1.78
173.00	0.65	1.99	1.65
174.00	0.84	2.00	1.07
175.00	0.57	2.00	1.84
176.00	0.97	2.00	1.55
177.00	0.92	2.00	1.57
178.00	0.21	2.00	2.28
179.00	1.44	1.99	1.51
10.1.1.1	0.77	746026.02
10.2.1.2	2.04	7.98
10.1.1.3	1.63	414248.53
